MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
DOID:12960	acrocephalosyndactylia	DOID:11971	synostosis
DOID:0060440	epithelial and subepithelial dystrophy	DOID:2566	corneal dystrophy
DOID:0060442	stromal dystrophy	DOID:2566	corneal dystrophy
DOID:0060443	corneal endothelial dystrophy	DOID:2566	corneal dystrophy
DOID:2431	glomus tumor	DOID:3850	hemangiopericytic tumor
DOID:7574	pancreatic intraductal papillary-colloid carcinoma	DOID:4074|DOID:7575	pancreatic adenocarcinoma|pancreatic intraductal papillary-mucinous neoplasm
DOID:0060441	epithelial-stromal TGFBI dystrophy	DOID:2566	corneal dystrophy
DOID:5567	ovarian germ cell teratoma	DOID:2156	ovarian germ cell cancer
DOID:5165	uterine corpus sarcoma	DOID:9460	uterine corpus cancer
DOID:6019	central nervous system immature teratoma	DOID:3640	central nervous system teratoma
DOID:6015	adult central nervous system teratoma	DOID:3640	central nervous system teratoma
DOID:2151	malignant ovarian surface epithelial-stromal neoplasm	DOID:2152	ovary epithelial cancer
DOID:4073	pancreatic cystadenocarcinoma	DOID:4074	pancreatic adenocarcinoma
DOID:3246	embryonal rhabdomyosarcoma	DOID:3247	rhabdomyosarcoma
DOID:771	retinal cell cancer	DOID:4645	retinal cancer
DOID:6085	meningeal melanoma	DOID:6086	malignant leptomeningeal tumor
DOID:4205	cerebellum cancer	DOID:4706	infratentorial cancer
DOID:4908	anal carcinoma	DOID:14110	anus cancer
DOID:4455	hereditary renal cell carcinoma	DOID:4450	renal cell carcinoma
DOID:6477	invasive bladder transitional cell carcinoma	DOID:4006	bladder urothelial carcinoma
DOID:0050572	cone-rod dystrophy	DOID:8466	retinal degeneration
DOID:5015	fibrolamellar carcinoma	DOID:684	hepatocellular carcinoma
DOID:8527	monocytic leukemia	DOID:8692	myeloid leukemia
DOID:1040	chronic lymphocytic leukemia	DOID:1037	lymphoblastic leukemia
DOID:12030	panuveitis	DOID:13141	uveitis
DOID:2526	prostate adenocarcinoma	DOID:10286	prostate carcinoma
DOID:4288	external ear carcinoma	DOID:5665	external ear cancer
DOID:6345	malignant melanocytic neoplasm of the peripheral nerve sheath	DOID:5940	malignant peripheral nerve sheath tumor
DOID:2475	chronic conjunctivitis	DOID:6195	conjunctivitis
DOID:1993	rectum cancer	DOID:9256	colorectal cancer
DOID:4682	extrahepatic bile duct carcinoma	DOID:4897	bile duct carcinoma
DOID:12223	specific bursitis often of occupational origin	DOID:2965	bursitis
DOID:4203	brain stem cancer	DOID:4706	infratentorial cancer
