MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
DOID:75	lymphatic system disease	DOID:2914	immune system disease
DOID:76	stomach disease	DOID:77	gastrointestinal system disease
DOID:178	vascular disease	DOID:1287	cardiovascular system disease
DOID:674	cleft palate	DOID:0050567	orofacial cleft
DOID:2030	anxiety disorder	DOID:1561	cognitive disorder
DOID:0050777	Joubert syndrome	DOID:0060340	ciliopathy
DOID:421	hair disease	DOID:16	integumentary system disease
DOID:3324	mood disorder	DOID:1561	cognitive disorder
DOID:4961	bone marrow disease	DOID:74	hematopoietic system disease
DOID:9252	amino acid metabolic disorder	DOID:655	inherited metabolic disorder
DOID:374	nutrition disease	DOID:0060158	acquired metabolic disease
DOID:9553	adrenal gland disease	DOID:28	endocrine system disease
DOID:0060038	specific developmental disorder	DOID:0060037	developmental disorder of mental health
DOID:8736	smallpox	DOID:934	viral infectious disease
DOID:2326	gastroenteritis	DOID:77	gastrointestinal system disease
DOID:11201	parathyroid gland disease	DOID:28	endocrine system disease
DOID:0050155	sensory system disease	DOID:863	nervous system disease
DOID:9973	substance dependence	DOID:303	substance-related disorder
DOID:0050013	carbohydrate metabolism disease	DOID:0060158	acquired metabolic disease
DOID:10132	psychosexual disorder	DOID:0060043	sexual disorder
DOID:8619	recurrent hypersomnia	DOID:535	sleep disorder
DOID:13250	diarrhea	DOID:77	gastrointestinal system disease
DOID:0060044	paraphilia disorder	DOID:0060043	sexual disorder
DOID:365	bladder disease	DOID:18	urinary system disease
DOID:0060040	pervasive developmental disorder	DOID:0060037	developmental disorder of mental health
DOID:9562	primary ciliary dyskinesia	DOID:0060340	ciliopathy
DOID:0060001	withdrawal disorder	DOID:303	substance-related disorder
DOID:0050718	vitamin metabolic disorder	DOID:655	inherited metabolic disorder
DOID:1426	ureteral disease	DOID:18	urinary system disease
DOID:4110	parasitic ectoparasitic infectious disease	DOID:1398	parasitic infectious disease
DOID:0060668	anencephaly	DOID:2490	congenital nervous system abnormality
DOID:2355	anemia	DOID:74	hematopoietic system disease
DOID:883	parasitic helminthiasis infectious disease	DOID:1398	parasitic infectious disease
DOID:526	human immunodeficiency virus infectious disease	DOID:934	viral infectious disease
DOID:612	primary immunodeficiency disease	DOID:2914	immune system disease
DOID:114	heart disease	DOID:1287	cardiovascular system disease
DOID:9590	lower urinary tract calculus	DOID:18	urinary system disease
DOID:750	peptic ulcer disease	DOID:77	gastrointestinal system disease
DOID:403	mouth disease	DOID:77	gastrointestinal system disease
DOID:0060056	hypersensitivity reaction disease	DOID:2914	immune system disease
DOID:0060262	gallbladder disease	DOID:77	gastrointestinal system disease
DOID:732	urethral disease	DOID:18	urinary system disease
DOID:48	male reproductive system disease	DOID:15	reproductive system disease
DOID:8719	in situ carcinoma	DOID:0060071	pre-malignant neoplasm
DOID:4176	blood group incompatibility	DOID:74	hematopoietic system disease
DOID:26	pancreas disease	DOID:28	endocrine system disease
DOID:2741	bilirubin metabolic disorder	DOID:655	inherited metabolic disorder
DOID:5200	urinary tract obstruction	DOID:18	urinary system disease
DOID:2345	plasma protein metabolism disease	DOID:655	inherited metabolic disorder
DOID:620	blood protein disease	DOID:74	hematopoietic system disease
DOID:3118	hepatobiliary disease	DOID:77	gastrointestinal system disease
DOID:896	metal metabolism disorder	DOID:655	inherited metabolic disorder
DOID:2580	rhizomelic chondrodysplasia punctata	DOID:2581	chondrodysplasia punctata
DOID:2468	psychotic disorder	DOID:1561	cognitive disorder
DOID:0050339	commensal bacterial infectious disease	DOID:104	bacterial infectious disease
DOID:0050338	primary bacterial infectious disease	DOID:104	bacterial infectious disease
DOID:0050135	subcutaneous mycosis	DOID:1564	fungal infectious disease
DOID:0050134	cutaneous mycosis	DOID:1564	fungal infectious disease
DOID:11266	hemorrhagic fever with renal syndrome	DOID:934	viral infectious disease
DOID:5295	intestinal disease	DOID:77	gastrointestinal system disease
DOID:9500	leukocyte disease	DOID:74	hematopoietic system disease
DOID:3211	lysosomal storage disease	DOID:655	inherited metabolic disorder
DOID:557	kidney disease	DOID:18	urinary system disease
DOID:53	pituitary gland disease	DOID:28	endocrine system disease
DOID:50	thyroid gland disease	DOID:28	endocrine system disease
DOID:13268	porphyria	DOID:655	inherited metabolic disorder
DOID:229	female reproductive system disease	DOID:15	reproductive system disease
DOID:8469	influenza	DOID:934	viral infectious disease
DOID:0050032	mineral metabolism disease	DOID:0060158	acquired metabolic disease
DOID:1247	blood coagulation disease	DOID:74	hematopoietic system disease
DOID:37	skin disease	DOID:16	integumentary system disease
DOID:0060084	cell type benign neoplasm	DOID:0060072	benign neoplasm
DOID:0060085	organ system benign neoplasm	DOID:0060072	benign neoplasm
DOID:6050	esophageal disease	DOID:77	gastrointestinal system disease
DOID:974	upper respiratory tract disease	DOID:1579	respiratory system disease
DOID:9120	amyloidosis	DOID:0060158	acquired metabolic disease
DOID:0060429	chromosomal duplication syndrome	DOID:0080014	chromosomal disease
DOID:8283	peritonitis	DOID:77	gastrointestinal system disease
DOID:0050739	autosomal genetic disease	DOID:0050177	monogenic disease
DOID:0050735	X-linked disease	DOID:0050177	monogenic disease
DOID:8566	herpes simplex	DOID:934	viral infectious disease
DOID:2277	gonadal disease	DOID:28	endocrine system disease
DOID:4621	holoprosencephaly	DOID:2490	congenital nervous system abnormality
DOID:1307	dementia	DOID:1561	cognitive disorder
DOID:2978	carbohydrate metabolic disorder	DOID:655	inherited metabolic disorder
DOID:331	central nervous system disease	DOID:863	nervous system disease
DOID:10914	amnestic disorder	DOID:1561	cognitive disorder
DOID:0050340	opportunistic bacterial infectious disease	DOID:104	bacterial infectious disease
DOID:2365	West Nile encephalitis	DOID:934	viral infectious disease
DOID:0080000	muscular disease	DOID:17	musculoskeletal system disease
DOID:0050136	systemic mycosis	DOID:1564	fungal infectious disease
DOID:0090139	cortisone reductase deficiency	DOID:28	endocrine system disease
DOID:3463	breast disease	DOID:0060118	thoracic disease
