MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
DOID:3643	sella turcica neoplasm	DOID:3842	skull base neoplasm
DOID:5604	adult acute lymphocytic leukemia	DOID:9952	acute lymphocytic leukemia
DOID:13911	achromatopsia	DOID:13399	color blindness
DOID:5260	colon sarcoma	DOID:219	colon cancer
DOID:0060457	posterior polymorphous corneal dystrophy	DOID:0060443	corneal endothelial dystrophy
DOID:4284	anal margin carcinoma	DOID:4908	anal carcinoma
DOID:1996	rectum adenocarcinoma	DOID:1993	rectum cancer
DOID:1995	rectum sarcoma	DOID:1993	rectum cancer
DOID:4202	brain stem glioma	DOID:4203	brain stem cancer
DOID:4207	childhood infratentorial neoplasm	DOID:4203	brain stem cancer
DOID:4206	childhood brain stem neoplasm	DOID:4203	brain stem cancer
DOID:4991	optic nerve astrocytoma	DOID:4992	optic nerve glioma
DOID:285	hairy cell leukemia	DOID:1040	chronic lymphocytic leukemia
DOID:768	retinoblastoma	DOID:771	retinal cell cancer
DOID:1520	colon carcinoma	DOID:219	colon cancer
DOID:5908	penis verrucous carcinoma	DOID:5518	penis squamous cell carcinoma
DOID:4848	cerebellar astrocytoma	DOID:4205	cerebellum cancer
DOID:8864	acute monocytic leukemia	DOID:8527	monocytic leukemia
DOID:5207	monodermal teratoma	DOID:5567	ovarian germ cell teratoma
DOID:293	lacrimal gland carcinoma	DOID:294	lacrimal gland cancer
DOID:12667	binocular vision disease	DOID:540	strabismus
DOID:6658	pulmonary large cell neuroendocrine carcinoma	DOID:4556	lung large cell carcinoma
DOID:218	ascending colon cancer	DOID:219	colon cancer
DOID:5345	testicular non-seminomatous germ cell cancer	DOID:5556	testicular malignant germ cell cancer
DOID:7234	pancreatic colloid cystadenocarcinoma	DOID:4073	pancreatic cystadenocarcinoma
DOID:5599	precursor T-lymphoblastic lymphoma/leukemia	DOID:5600	precursor lymphoblastic lymphoma/leukemia
DOID:4437	skull base meningioma	DOID:3842	skull base neoplasm
DOID:9857	interstitial keratitis	DOID:9858	deep keratitis
DOID:5193	nodular ganglioneuroblastoma	DOID:4163	ganglioneuroblastoma
DOID:3447	anus adenocarcinoma	DOID:4908	anal carcinoma
DOID:7808	necrotic uveal melanoma	DOID:6039	uveal melanoma
DOID:6331	immature teratoma of ovary	DOID:2155	malignant ovarian germ cell neoplasm
DOID:0060104	cerebellar medulloblastoma	DOID:4205	cerebellum cancer
DOID:11557	acute serous otitis media	DOID:3697	acute transudative otitis media
DOID:6232	ovarian biphasic or triphasic teratoma	DOID:5567	ovarian germ cell teratoma
DOID:5842	testis seminoma	DOID:5556	testicular malignant germ cell cancer
DOID:5351	ovarian primitive germ cell tumor	DOID:2155	malignant ovarian germ cell neoplasm
DOID:6522	mixed cell uveal melanoma	DOID:6039	uveal melanoma
DOID:6291	cerebral hemisphere lipoma	DOID:368	cerebrum cancer
DOID:6524	malignant ciliary body melanoma	DOID:4352	ciliary body cancer
DOID:2641	ovarian germ cell monodermal and highly specialized teratoma	DOID:5207	monodermal teratoma
DOID:9840	esotropia	DOID:540	strabismus
DOID:5528	rectum squamous cell carcinoma	DOID:1993	rectum cancer
