MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
DOID:1443	cerebral degeneration	DOID:936	brain disease
DOID:6713	cerebrovascular disease	DOID:0050828	artery disease
DOID:2722	acrodermatitis	DOID:2723	dermatitis
DOID:13548	secondary Parkinson disease	DOID:1289	neurodegenerative disease
DOID:9809	hypersensitivity vasculitis	DOID:1557	hypersensitivity reaction type III disease
DOID:12531	von Willebrand's disease	DOID:2214	inherited blood coagulation disease
DOID:11504	autonomic neuropathy	DOID:11465	autonomic nervous system disease
DOID:14447	gonadal dysgenesis	DOID:1924	hypogonadism
DOID:8295	scabies	DOID:7894	mite infestation
DOID:0060870	isolated growth hormone deficiency	DOID:9406	hypopituitarism
DOID:501	central nervous system hemangioma	DOID:255	hemangioma
DOID:8439	postgastrectomy syndrome	DOID:1159	functional gastric disease
DOID:3082	interstitial lung disease	DOID:850	lung disease
DOID:14654	prostatitis	DOID:47	prostate disease
DOID:3128	anus disease	DOID:1285	rectal disease
DOID:2834	acquired polycythemia	DOID:8432	polycythemia
DOID:1063	interstitial nephritis	DOID:10952	nephritis
DOID:11920	tracheal cancer	DOID:0050615	respiratory system cancer
DOID:12384	dysentery	DOID:100	intestinal infectious disease
DOID:5082	liver cirrhosis	DOID:409	liver disease
DOID:11372	megacolon	DOID:5353	colonic disease
DOID:438	autoimmune disease of the nervous system	DOID:417	hypersensitivity reaction type II disease
DOID:4844	benign ependymoma	DOID:0060101	benign glioma
DOID:0110734	neurodegeneration with brain iron accumulation	DOID:1289	neurodegenerative disease
DOID:201	connective tissue cancer	DOID:0060100	musculoskeletal system cancer
DOID:0050548	hereditary sensory neuropathy	DOID:870	neuropathy
DOID:214	teeth hard tissue disease	DOID:1091	tooth disease
DOID:2786	cerebellar disease	DOID:936	brain disease
DOID:3620	central nervous system cancer	DOID:3093	nervous system cancer
DOID:5749	pulmonary valve disease	DOID:4079	heart valve disease
DOID:614	lymphopenia	DOID:615	leukopenia
DOID:10341	chronic meningitis	DOID:9471	meningitis
DOID:0060116	sensory system cancer	DOID:3093	nervous system cancer
DOID:0050480	epidemic typhus	DOID:11256	typhus
DOID:0050890	synucleinopathy	DOID:1289	neurodegenerative disease
DOID:0060119	pharynx cancer	DOID:3119	gastrointestinal system cancer
DOID:3906	bronchial neoplasm	DOID:0050621	respiratory system benign neoplasm
DOID:1382	miliaria	DOID:1383	sweat gland disease
DOID:4607	biliary tract cancer	DOID:3119	gastrointestinal system cancer
DOID:6285	heart lipoma	DOID:0060091	cardiovascular organ benign neoplasm
DOID:10780	primary polycythemia	DOID:8432	polycythemia
DOID:3753	Hermansky-Pudlak syndrome	DOID:0050737	autosomal recessive disease
