MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
DOID:2725	capillary hemangioma	DOID:471	skin hemangioma
DOID:0060524	crustacean allergy	DOID:0060495	shellfish allergy
DOID:0060523	mollusc allergy	DOID:0060495	shellfish allergy
DOID:13129	severe pre-eclampsia	DOID:10591	pre-eclampsia
DOID:0050147	otomycosis	DOID:9463	otitis externa
DOID:13757	excessive tearing	DOID:1400	lacrimal apparatus disease
DOID:11506	suppurative otitis media	DOID:10754	otitis media
DOID:3247	rhabdomyosarcoma	DOID:4043	skeletal muscle cancer
DOID:14791	Leber congenital amaurosis	DOID:5679	retinal disease
DOID:3086	gingival overgrowth	DOID:1483	gingival disease
DOID:3087	gingivitis	DOID:1483	gingival disease
DOID:0070004	myeloid neoplasm	DOID:4960	bone marrow cancer
DOID:3640	central nervous system teratoma	DOID:4439	central nervous system germ cell tumor
DOID:1067	open-angle glaucoma	DOID:1686	glaucoma
DOID:12971	hereditary spherocytosis	DOID:589	congenital hemolytic anemia
DOID:1237	corneal degeneration	DOID:10124	corneal disease
DOID:10139	conjunctival degeneration	DOID:4251	conjunctival disease
DOID:3331	frontal lobe epilepsy	DOID:2234	focal epilepsy
DOID:14110	anus cancer	DOID:5672	large intestine cancer
DOID:11476	osteoporosis	DOID:0080011	bone resorption disease
DOID:4450	renal cell carcinoma	DOID:4451	renal carcinoma
DOID:7148	rheumatoid arthritis	DOID:848	arthritis
DOID:437	myasthenia gravis	DOID:439	neuromuscular junction disease
DOID:0050542	Charcot-Marie-Tooth disease type X	DOID:10595	Charcot-Marie-Tooth disease
DOID:0050543	Charcot-Marie-Tooth disease intermediate type	DOID:10595	Charcot-Marie-Tooth disease
DOID:0050541	Charcot-Marie-Tooth disease type 4	DOID:10595	Charcot-Marie-Tooth disease
DOID:1521	cecum cancer	DOID:5672	large intestine cancer
DOID:203	exostosis	DOID:205	hyperostosis
DOID:7242	uterine corpus cellular leiomyoma	DOID:0060095	uterine benign neoplasm
DOID:4112	cervical carcinosarcoma	DOID:4362	cervical cancer
