MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
DOID:10690	mastitis	DOID:3463	breast disease
DOID:1924	hypogonadism	DOID:2277	gonadal disease
DOID:1682	congenital heart disease	DOID:114	heart disease
DOID:13121	deficiency anemia	DOID:2355	anemia
DOID:1115	sarcoma	DOID:0050687	cell type cancer
DOID:2113	coccidiosis	DOID:2789	parasitic protozoa infectious disease
DOID:591	phobic disorder	DOID:2030	anxiety disorder
DOID:9365	vesiculitis	DOID:48	male reproductive system disease
DOID:3646	necrosis of pituitary	DOID:53	pituitary gland disease
DOID:2723	dermatitis	DOID:37	skin disease
DOID:170	endocrine gland cancer	DOID:0050686	organ system cancer
DOID:4079	heart valve disease	DOID:114	heart disease
DOID:176	cardiovascular cancer	DOID:0050686	organ system cancer
DOID:10242	ehrlichiosis	DOID:0050338	primary bacterial infectious disease
DOID:4072	duodenal disease	DOID:5295	intestinal disease
DOID:2683	adenofibroma	DOID:0060084	cell type benign neoplasm
DOID:10458	legionellosis	DOID:0050338	primary bacterial infectious disease
DOID:3225	tracheal disease	DOID:974	upper respiratory tract disease
DOID:10123	pigmentation disease	DOID:37	skin disease
DOID:1909	melanoma	DOID:0050687	cell type cancer
DOID:9455	lipid storage disease	DOID:3211	lysosomal storage disease
DOID:1596	mental depression	DOID:3324	mood disorder
DOID:607	paraplegia	DOID:331	central nervous system disease
DOID:6088	acute stress disorder	DOID:2030	anxiety disorder
DOID:3122	gastric outlet obstruction	DOID:76	stomach disease
DOID:420	hypertrichosis	DOID:421	hair disease
DOID:8437	intestinal obstruction	DOID:5295	intestinal disease
DOID:12642	hiatus hernia	DOID:76	stomach disease
DOID:8432	polycythemia	DOID:4961	bone marrow disease
DOID:4166	syphilis	DOID:0050338	primary bacterial infectious disease
DOID:272	hepatic vascular disease	DOID:178	vascular disease
DOID:12336	male infertility	DOID:48	male reproductive system disease
DOID:0050573	2-hydroxyglutaric aciduria	DOID:9252	amino acid metabolic disorder
DOID:3488	cellulitis	DOID:37	skin disease
DOID:1395	schistosomiasis	DOID:883	parasitic helminthiasis infectious disease
DOID:857	multiple carboxylase deficiency	DOID:2978|DOID:9252	carbohydrate metabolic disorder|amino acid metabolic disorder
DOID:9267	urea cycle disorder	DOID:9252	amino acid metabolic disorder
DOID:5875	retroperitoneal cancer	DOID:0050686	organ system cancer
DOID:9768	heart aneurysm	DOID:114	heart disease
DOID:7475	diverticulitis	DOID:5295	intestinal disease
DOID:9098	sebaceous gland disease	DOID:37	skin disease
DOID:2916	hypersensitivity reaction type IV disease	DOID:0060056	hypersensitivity reaction disease
DOID:2529	splenic disease	DOID:75	lymphatic system disease
DOID:2527	nephrosis	DOID:557	kidney disease
DOID:1235	fetishism	DOID:0060044	paraphilia disorder
DOID:0050615	respiratory system cancer	DOID:0050686	organ system cancer
DOID:8791	breast carcinoma in situ	DOID:8719	in situ carcinoma
DOID:11200	T cell deficiency	DOID:612	primary immunodeficiency disease
DOID:161	keratosis	DOID:37	skin disease
DOID:2444	hyperpituitarism	DOID:53	pituitary gland disease
DOID:2862	glucosephosphate dehydrogenase deficiency	DOID:2978	carbohydrate metabolic disorder
DOID:533	thymus gland disease	DOID:75	lymphatic system disease
DOID:1205	allergic hypersensitivity disease	DOID:0060056	hypersensitivity reaction disease
DOID:0060101	benign glioma	DOID:0060084	cell type benign neoplasm
DOID:9265	histidine metabolism disease	DOID:9252	amino acid metabolic disorder
DOID:9406	hypopituitarism	DOID:53	pituitary gland disease
DOID:1168	familial hyperlipidemia	DOID:3146	lipid metabolism disorder
DOID:3133	acute porphyria	DOID:13268	porphyria
DOID:9402	epididymitis	DOID:48	male reproductive system disease
DOID:0050696	fetal alcohol spectrum disorder	DOID:0060038	specific developmental disorder
DOID:289	endometriosis	DOID:229	female reproductive system disease
DOID:0060121	integumentary system benign neoplasm	DOID:0060085	organ system benign neoplasm
DOID:8646	substance-induced psychosis	DOID:2468	psychotic disorder
DOID:1529	penile disease	DOID:48	male reproductive system disease
DOID:0050700	cardiomyopathy	DOID:114	heart disease
DOID:0060041	autism spectrum disorder	DOID:0060040	pervasive developmental disorder
DOID:1284	prolapse of female genital organ	DOID:229	female reproductive system disease
DOID:1285	rectal disease	DOID:5295	intestinal disease
DOID:1059	intellectual disability	DOID:0060038	specific developmental disorder
DOID:1289	neurodegenerative disease	DOID:331	central nervous system disease
DOID:204	enthesopathy	DOID:65	connective tissue disease
DOID:1526	panniculitis	DOID:37	skin disease
DOID:9779	bowel dysfunction	DOID:5295	intestinal disease
DOID:1255	trichostrongyloidiasis	DOID:883	parasitic helminthiasis infectious disease
DOID:9065	leishmaniasis	DOID:2789	parasitic protozoa infectious disease
DOID:10113	trypanosomiasis	DOID:2789	parasitic protozoa infectious disease
DOID:13034	relapsing fever	DOID:0050338	primary bacterial infectious disease
DOID:1100	ovarian disease	DOID:229	female reproductive system disease
DOID:1787	pericarditis	DOID:0050829	pericardium disease
DOID:2519	testicular disease	DOID:48	male reproductive system disease
DOID:2351	iron metabolism disease	DOID:0050032	mineral metabolism disease
DOID:1389	polyneuropathy	DOID:574	peripheral nervous system disease
DOID:1428	endocrine pancreas disease	DOID:26	pancreas disease
DOID:2123	tularemia	DOID:0050338	primary bacterial infectious disease
DOID:2452	thrombophilia	DOID:1247	blood coagulation disease
DOID:936	brain disease	DOID:331	central nervous system disease
DOID:5998	microglandular adenosis	DOID:3463	breast disease
DOID:0050731	vitamin B12 deficiency	DOID:0050718	vitamin metabolic disorder
DOID:2742	auditory system disease	DOID:0050155	sensory system disease
DOID:615	leukopenia	DOID:9500	leukocyte disease
DOID:5502	lice infestation	DOID:4110	parasitic ectoparasitic infectious disease
DOID:4194	glucose metabolism disease	DOID:0050013	carbohydrate metabolism disease
DOID:2744	pyelitis	DOID:557	kidney disease
DOID:2213	hemorrhagic disease	DOID:1247	blood coagulation disease
DOID:0050486	exanthem	DOID:37	skin disease
DOID:0060115	nervous system benign neoplasm	DOID:0060085	organ system benign neoplasm
DOID:0050120	hemophagocytic lymphohistiocytosis	DOID:75	lymphatic system disease
DOID:2053	reactive cutaneous fibrous lesion	DOID:37	skin disease
DOID:13543	hyperparathyroidism	DOID:11201	parathyroid gland disease
DOID:409	liver disease	DOID:3118	hepatobiliary disease
DOID:118	pericardial effusion	DOID:0050829	pericardium disease
DOID:2115	B cell deficiency	DOID:612	primary immunodeficiency disease
DOID:8893	psoriasis	DOID:37	skin disease
DOID:1923	sex differentiation disease	DOID:2277	gonadal disease
DOID:0050129	secretory diarrhea	DOID:13250	diarrhea
DOID:2059	vulvar disease	DOID:229	female reproductive system disease
DOID:9471	meningitis	DOID:331	central nervous system disease
DOID:47	prostate disease	DOID:48	male reproductive system disease
DOID:1725	peritoneum cancer	DOID:0050686	organ system cancer
DOID:193	reproductive organ cancer	DOID:0050686	organ system cancer
DOID:1532	pleural disease	DOID:0050161	lower respiratory tract disease
DOID:8549	chronic ulcer of skin	DOID:37	skin disease
DOID:1790	malignant mesothelioma	DOID:0050687	cell type cancer
DOID:1558	angioedema	DOID:37	skin disease
DOID:4109	tick infestation	DOID:4110	parasitic ectoparasitic infectious disease
DOID:811	lipodystrophy	DOID:37	skin disease
DOID:9561	nasopharyngeal disease	DOID:974	upper respiratory tract disease
DOID:1024	leprosy	DOID:0050338	primary bacterial infectious disease
DOID:3168	squamous cell neoplasm	DOID:0060084	cell type benign neoplasm
DOID:1383	sweat gland disease	DOID:37	skin disease
DOID:1387	hypolipoproteinemia	DOID:3146	lipid metabolism disorder
DOID:0050589	inflammatory bowel disease	DOID:5295	intestinal disease
DOID:819	mediastinitis	DOID:65	connective tissue disease
DOID:1557	hypersensitivity reaction type III disease	DOID:0060056	hypersensitivity reaction disease
DOID:9598	fasciitis	DOID:65	connective tissue disease
DOID:1555	urticaria	DOID:37	skin disease
DOID:2033	communication disorder	DOID:0060038	specific developmental disorder
DOID:9857	interstitial keratitis	DOID:65	connective tissue disease
DOID:9297	lip disease	DOID:403	mouth disease
DOID:11102	bartonellosis	DOID:0050338	primary bacterial infectious disease
DOID:628	combined T cell and B cell immunodeficiency	DOID:612	primary immunodeficiency disease
DOID:3690	brachial plexus neuropathy	DOID:574	peripheral nervous system disease
DOID:4029	gastritis	DOID:76	stomach disease
DOID:4184	pseudohypoparathyroidism	DOID:896	metal metabolism disorder
DOID:11104	spotted fever	DOID:0050338	primary bacterial infectious disease
DOID:0090061	familial cold autoinflammatory syndrome	DOID:612	primary immunodeficiency disease
DOID:0060100	musculoskeletal system cancer	DOID:0050686	organ system cancer
DOID:100	intestinal infectious disease	DOID:5295	intestinal disease
DOID:417	hypersensitivity reaction type II disease	DOID:0060056	hypersensitivity reaction disease
DOID:345	uterine disease	DOID:229	female reproductive system disease
DOID:1116	pertussis	DOID:0050339	commensal bacterial infectious disease
DOID:8439	postgastrectomy syndrome	DOID:5295	intestinal disease
DOID:341	peripheral vascular disease	DOID:178	vascular disease
DOID:8574	lichen disease	DOID:37	skin disease
DOID:11244	neonatal anemia	DOID:2355	anemia
DOID:2994	germ cell cancer	DOID:0050687	cell type cancer
DOID:0050721	serine deficiency	DOID:9252	amino acid metabolic disorder
DOID:1701	steroid inherited metabolic disorder	DOID:3146	lipid metabolism disorder
DOID:11465	autonomic nervous system disease	DOID:574	peripheral nervous system disease
DOID:0060083	immune system cancer	DOID:0050686	organ system cancer
DOID:626	complement deficiency	DOID:612	primary immunodeficiency disease
DOID:0050728	glycogen metabolism disorder	DOID:2978	carbohydrate metabolic disorder
DOID:657	adenoma	DOID:0060084	cell type benign neoplasm
DOID:0050737	autosomal recessive disease	DOID:0050739	autosomal genetic disease
DOID:5353	colonic disease	DOID:5295	intestinal disease
DOID:11976	botulism	DOID:0050338	primary bacterial infectious disease
DOID:10969	hemiplegia	DOID:331	central nervous system disease
DOID:7427	anthrax disease	DOID:0050338	primary bacterial infectious disease
DOID:11705	impaired renal function disease	DOID:557	kidney disease
DOID:0060089	endocrine organ benign neoplasm	DOID:0060085	organ system benign neoplasm
DOID:2473	opportunistic mycosis	DOID:0050136	systemic mycosis
DOID:1563	dermatomycosis	DOID:0050134	cutaneous mycosis
DOID:2645	benign mesothelioma	DOID:0060084	cell type benign neoplasm
DOID:11077	brucellosis	DOID:0050338	primary bacterial infectious disease
DOID:2485	phosphorus metabolism disease	DOID:0050032	mineral metabolism disease
DOID:865	vasculitis	DOID:178	vascular disease
DOID:866	vein disease	DOID:178	vascular disease
DOID:778	delusional disorder	DOID:2468	psychotic disorder
DOID:2074	intestinal perforation	DOID:5295	intestinal disease
DOID:2769	tic disorder	DOID:0060038	specific developmental disorder
DOID:9870	galactosemia	DOID:2978	carbohydrate metabolic disorder
DOID:12577	urethral obstruction	DOID:732	urethral disease
DOID:731	urinary system benign neoplasm	DOID:0060085	organ system benign neoplasm
