stitch id flat 	 stitch id stereo 	 drugbank ids seperated with |
CID100033030	CID000033030	DB01190
CID100045469	CID000045469	DB00325
CID100004896	CID000004896	DB00860
CID100002085	CID024843101	DB00240
CID100054808	CID000054808	DB00873
CID100002645	CID006321414	DB01416
CID100021945	CID000021945	DB06799
CID100444006	CID000444006	DB01066
CID100161580	CID011958147	DB00847
CID100004240	CID000055188	DB00764
CID100032603	CID000443385	DB01190
CID111593706	CID011593706	DB00658
CID100021826	CID000633091	DB00620
CID100064642	CID000064642	DB00908
CID100044563	CID000044563	DB06794
CID100032603	CID000032603	DB01190
CID154682541	CID054686183	DB00254
CID100003268	CID000040291	DB01196
CID100060668	CID000060668	DB00773
CID124838347	CID024838347	DB00040
CID100003268	CID000259329	DB01196
CID100159247	CID000159247	DB00658
CID100032603	CID071300360	DB01190
CID100002547	CID003032400	DB00314
