MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
MONDO:0002651	anal Pagets disease	MONDO:0002652	anus adenocarcinoma
MONDO:0010595	Sertoli cell-only syndrome	MONDO:0018393	male infertility with azoospermia or oligozoospermia due to single gene mutation
MONDO:0014610	lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	MONDO:0016575	primary ciliary dyskinesia
MONDO:0002652	anus adenocarcinoma	MONDO:0002169|MONDO:0003199	rectum adenocarcinoma|anal carcinoma
MONDO:0020168	Kinetic eyelid anomaly	MONDO:0020151	rare palpebral disease
MONDO:0017884	papillary renal cell carcinoma	MONDO:0003008	hereditary renal cell carcinoma
MONDO:0017885	chromophobe renal cell carcinoma	MONDO:0005549	renal cell adenocarcinoma
MONDO:0007650	MALT lymphoma	MONDO:0017604	marginal zone lymphoma
MONDO:0013099	combined pituitary hormone deficiencies, genetic forms	MONDO:0015789|MONDO:0015891	non-acquired combined pituitary hormone deficiencies without extra-pituitary malformations|hypogonadotropic hypogonadism associated with other endocrinopathies
MONDO:0016018	diabetic embryopathy	MONDO:0016330	non-familial hypertrophic cardiomyopathy
MONDO:0006279	lung sarcomatoid carcinoma	MONDO:0003050	lung large cell carcinoma
MONDO:0009612	methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency	MONDO:0017390	methylmalonic acidemia without homocystinuria
MONDO:0008070	nemaline myopathy 3	MONDO:0015738|MONDO:0015736|MONDO:0015737|MONDO:0015735	childhood-onset nemaline myopathy|intermediate nemaline myopathy|Typical nemaline myopathy|severe congenital nemaline myopathy
MONDO:0011429	juvenile rheumatoid arthritis	MONDO:0005185	chronic childhood arthritis
MONDO:0008075	neurofibromatosis type 3	MONDO:0002546	schwannoma
MONDO:0017393	blepharophimosis-intellectual disability syndrome	MONDO:0015983	rare genetic syndromic intellectual disability
MONDO:0016817	Meier-Gorlin syndrome	MONDO:0017950	microcephalic primordial dwarfism
MONDO:0008742	autosomal dominant severe congenital neutropenia	MONDO:0018542	severe congenital neutropenia
