MonDO_id 	 MonDO_name 	 parent_id 	 parent_name  
MONDO:0003092	lacrimal gland mucoepidermoid carcinoma	MONDO:0002475	lacrimal gland adenocarcinoma
MONDO:0008070	nemaline myopathy 3	MONDO:0015736|MONDO:0015737|MONDO:0015735	intermediate nemaline myopathy|Typical nemaline myopathy|severe congenital nemaline myopathy
MONDO:0011202	RHYNS syndrome	MONDO:0020240	syndromic retinitis pigmentosa
MONDO:0007714	migraine, familial hemiplegic, 1	MONDO:0018925	familial or sporadic hemiplegic migraine
MONDO:0013841	STUT3	MONDO:0000723	stutter disorder
MONDO:0013844	STUT4	MONDO:0000723	stutter disorder
MONDO:0003410	Wolffian duct adenocarcinoma	MONDO:0005153	cervical adenocarcinoma
MONDO:0011688	muscular dystrophy-dystroglycanopathy type B5	MONDO:0000172	muscular dystrophy-dystroglycanopathy, type B
MONDO:0011683	oculocutaneous albinism type 4	MONDO:0018910	oculocutaneous albinism
MONDO:0011680	autosomal recessive congenital ichthyosis 3	MONDO:0017778	lamellar ichthyosis
MONDO:0007399	craniosynostosis 1	MONDO:0018113|MONDO:0018112|MONDO:0018971|MONDO:0018114	isolated plagiocephaly|isolated scaphocephaly|isolated oxycephaly|isolated brachycephaly
MONDO:0009255	galactokinase deficiency	MONDO:0018116	galactosemia
MONDO:0009258	classic galactosemia	MONDO:0018116	galactosemia
MONDO:0007574	spinocerebellar ataxia type 34	MONDO:0019792	autosomal dominant cerebellar ataxia type I
MONDO:0007573	acute erythroleukemia, familial	MONDO:0017893|MONDO:0017858	inherited acute myeloid leukemia|acute erythroid leukemia
MONDO:0008386	Axenfeld-Rieger syndrome type 1	MONDO:0019187	Axenfeld-Rieger syndrome
MONDO:0003384	uterine ligament clear cell adenocarcinoma	MONDO:0006135|MONDO:0002741	cervical clear cell adenocarcinoma|uterine ligament adenocarcinoma
MONDO:0003388	ampulla of vater clear cell adenocarcinoma	MONDO:0004081|MONDO:0002670	bile duct clear cell adenocarcinoma|ampulla of vater adenocarcinoma
MONDO:0004178	testicular yolk sac tumor, endodermal sinus pattern	MONDO:0003402	testicular yolk sac tumor
MONDO:0011330	spinocerebellar ataxia type 10	MONDO:0019794	autosomal dominant cerebellar ataxia type 4
MONDO:0011334	limb-mammary syndrome	MONDO:0020197	EEC syndrome and related syndrome
MONDO:0003708	extrahepatic bile duct small cell adenocarcinoma	MONDO:0002665	extrahepatic bile duct adenocarcinoma
MONDO:0000872	b-cell childhood acute lymphoblastic leukemia	MONDO:0000870	childhood acute lymphoblastic leukemia
MONDO:0000871	T-cell childhood acute lymphocytic leukemia	MONDO:0004403|MONDO:0000870	childhood precursor T-lymphoblastic lymphoma/leukemia|childhood acute lymphoblastic leukemia
MONDO:0000875	adult acute monocytic leukemia	MONDO:0007896	acute monocytic leukemia
MONDO:0000874	T-cell childhood lymphoblastic lymphoma	MONDO:0000873|MONDO:0004403	lymphoblastic lymphoma|childhood precursor T-lymphoblastic lymphoma/leukemia
MONDO:0003702	uterus intravascular leiomyomatosis	MONDO:0003703	uterine corpus leiomyomatosis
MONDO:0017939	classic multiminicore myopathy	MONDO:0011271	rigid spine muscular dystrophy 1
MONDO:0003704	uterine corpus diffuse leiomyomatosis	MONDO:0003703	uterine corpus leiomyomatosis
MONDO:0008490	Stickler syndrome type 3	MONDO:0019354	Stickler syndrome
MONDO:0011028	autosomal recessive limb-girdle muscular dystrophy type 2F	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy
MONDO:0011026	autosomal recessive congenital ichthyosis 4A	MONDO:0017778	lamellar ichthyosis
MONDO:0008250	isolated growth hormone deficiency type II	MONDO:0000050	isolated congenital growth hormone deficiency
MONDO:0012500	Chilblain lupus 1	MONDO:0019557	Chilblain lupus
MONDO:0015035	lissencephaly with cerebellar hypoplasia type B	MONDO:0019450	lissencephaly with cerebellar hypoplasia
MONDO:0015034	lissencephaly with cerebellar hypoplasia type A	MONDO:0019450	lissencephaly with cerebellar hypoplasia
MONDO:0015037	lissencephaly with cerebellar hypoplasia type D	MONDO:0019450	lissencephaly with cerebellar hypoplasia
MONDO:0015036	lissencephaly with cerebellar hypoplasia type C	MONDO:0019450	lissencephaly with cerebellar hypoplasia
MONDO:0015039	lissencephaly with cerebellar hypoplasia type F	MONDO:0019450	lissencephaly with cerebellar hypoplasia
MONDO:0015038	lissencephaly with cerebellar hypoplasia type E	MONDO:0019450	lissencephaly with cerebellar hypoplasia
MONDO:0010009	SC phocomelia syndrome	MONDO:0009997	Roberts syndrome
MONDO:0014393	lymphedema, hereditary, 1D	MONDO:0019313	hereditary lymphedema
MONDO:0018322	HSD10 disease, infantile type	MONDO:0010327	HSD10 disease
MONDO:0018323	HSD10 disease, neonatal type	MONDO:0010327	HSD10 disease
MONDO:0003875	childhood central nervous system mature teratoma	MONDO:0003733	central nervous system mature teratoma
MONDO:0003870	childhood brainstem astrocytoma	MONDO:0003869	childhood brain stem glioma
MONDO:0010137	thyroid dyshormonogenesis 5	MONDO:0010132	familial thyroid dyshormonogenesis
MONDO:0010136	thyroid dyshormonogenesis 4	MONDO:0010132	familial thyroid dyshormonogenesis
MONDO:0010135	thyroid dyshormonogenesis 3	MONDO:0010132	familial thyroid dyshormonogenesis
MONDO:0010133	thyroid dyshormonogenesis 2A	MONDO:0010132	familial thyroid dyshormonogenesis
MONDO:0013446	Leber congenital amaurosis 6	MONDO:0018998	Leber congenital amaurosis
MONDO:0014495	retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	MONDO:0020240	syndromic retinitis pigmentosa
MONDO:0014324	pachyonychia congenita 3	MONDO:0016471	pachyonychia congenita
MONDO:0014325	pachyonychia congenita 4	MONDO:0016471	pachyonychia congenita
MONDO:0013443	Seckel syndrome 5	MONDO:0019342	Seckel syndrome
MONDO:0010319	syndromic X-linked intellectual disability Hedera type	MONDO:0016160	X-linked intellectual disability-epilepsy syndrome
MONDO:0013117	progressive external ophthalmoplegia with mitochondrial Dna deletions, autosomal dominant 5	MONDO:0008003	autosomal dominant progressive external ophthalmoplegia
MONDO:0006430	splenic mantle cell lymphoma	MONDO:0018876	mantle cell lymphoma
MONDO:0010647	spermatogenic failure, X-linked, 2	MONDO:0018393	male infertility with azoospermia or oligozoospermia due to single gene mutation
MONDO:0013449	Leber congenital amaurosis 7	MONDO:0018998	Leber congenital amaurosis
MONDO:0001706	cerebral sarcoidosis	MONDO:0019338	sarcoidosis
MONDO:0001707	cardiac sarcoidosis	MONDO:0019338	sarcoidosis
MONDO:0000659	delta chain disease	MONDO:0019464	heavy chain disease
MONDO:0010486	palmoplantar keratoderma, mutilating, with periorificial keratotic plaques, X-linked	MONDO:0019014	mutilating palmoplantar keratoderma with periorificial keratotic plaques
MONDO:0010485	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome	MONDO:0016073	syndromic microphthalmia
MONDO:0001708	pulmonary sarcoidosis	MONDO:0019338	sarcoidosis
MONDO:0008665	ptosis-vocal cord paralysis syndrome	MONDO:0020169	rare disorder with ptosis
MONDO:0009725	nemaline myopathy 2	MONDO:0015736|MONDO:0015737|MONDO:0015735	intermediate nemaline myopathy|Typical nemaline myopathy|severe congenital nemaline myopathy
MONDO:0018495	X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome	MONDO:0015920	syndromic neurometabolic disease with X-linked intellectual disability
MONDO:0018256	acute myeloid leukemia with t(8;16)(p11;p13) translocation	MONDO:0020078	acute myeloid leukemia with recurrent genetic anomaly
MONDO:0012935	leukemia, chronic lymphocytic, susceptibility to, 4	MONDO:0004948	B-cell chronic lymphocytic leukemia
MONDO:0012934	leukemia, chronic lymphocytic, susceptibility to, 3	MONDO:0004948	B-cell chronic lymphocytic leukemia
MONDO:0012936	leukemia, chronic lymphocytic, susceptibility to, 5	MONDO:0004948	B-cell chronic lymphocytic leukemia
MONDO:0014037	spermatogenic failure 11	MONDO:0018393	male infertility with azoospermia or oligozoospermia due to single gene mutation
MONDO:0012933	breast-ovarian cancer, familial, susceptibility to, 2	MONDO:0015442	hereditary breast and ovarian cancer syndrome
MONDO:0006387	primary pulmonary diffuse large b-cell lymphoma	MONDO:0018905	diffuse large B-cell lymphoma
MONDO:0014143	Noonan syndrome 8	MONDO:0018997	Noonan syndrome
MONDO:0014140	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14	MONDO:0000171|MONDO:0018939	muscular dystrophy-dystroglycanopathy, type A|muscle-eye-brain disease
MONDO:0014141	muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14	MONDO:0000172	muscular dystrophy-dystroglycanopathy, type B
MONDO:0006383	primary cutaneous diffuse large B-cell lymphoma, leg type	MONDO:0018905|MONDO:0015818	diffuse large B-cell lymphoma|aggressive primary cutaneous b-cell lymphoma
MONDO:0017212	paraneoplastic uveitis	MONDO:0019541	non-infectious posterior uveitis
MONDO:0014144	autosomal recessive limb-girdle muscular dystrophy type 2S	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy
MONDO:0014145	Leber congenital amaurosis 17	MONDO:0018998	Leber congenital amaurosis
MONDO:0014924	epilepsy, familial focal, with variable foci 2; FFEVF2	MONDO:0000215	epilepsy, familial focal, with variable foci
MONDO:0014925	epilepsy, familial focal, with variable foci 3; FFEVF3	MONDO:0000215	epilepsy, familial focal, with variable foci
MONDO:0014926	Bardet-Biedl syndrome 20; BBS20	MONDO:0015229	Bardet-Biedl syndrome
MONDO:0014927	Joubert syndrome 27	MONDO:0018772	Joubert syndrome
MONDO:0014920	patterned macular dystrophy 3	MONDO:0020381	patterned macular dystrophy
MONDO:0013201	Waardenburg syndrome type 4B	MONDO:0018094|MONDO:0019518	Waardenburg's syndrome|Waardenburg-Shah syndrome
MONDO:0013202	Waardenburg syndrome type 4C	MONDO:0018094|MONDO:0019518	Waardenburg's syndrome|Waardenburg-Shah syndrome
MONDO:0010268	X-linked lissencephaly with abnormal genitalia	MONDO:0015147|MONDO:0018496	other syndrome with lissencephaly as a major feature|ARX-related encephalopathy-brain malformation spectrum
MONDO:0015165	acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor	MONDO:0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome
MONDO:0006418	small intestinal enteropathy-associated T-cell lymphoma	MONDO:0019473	enteropathy-associated T-cell lymphoma
MONDO:0010265	Simpson-Golabi-Behmel syndrome type 2	MONDO:0010731	Simpson-Golabi-Behmel syndrome
MONDO:0010465	Kabuki syndrome 2	MONDO:0016512	Kabuki syndrome
MONDO:0008710	Carpenter syndrome 1	MONDO:0019012	Carpenter syndrome
MONDO:0008711	Goodman syndrome	MONDO:0000078	acrocephalopolysyndactyly
MONDO:0010792	lethal infantile mitochondrial myopathy	MONDO:0009637	mitochondrial myopathy
MONDO:0010791	myoglobinuria, recurrent	MONDO:0020504	genetic recurrent myoglobinuria
MONDO:0010790	MERRF syndrome	MONDO:0004675	mitochondrial encephalomyopathy
MONDO:0018780	congenital generalized hypercontractile muscle stiffness syndrome	MONDO:0018779	hypercontractile muscle stiffness syndrome
MONDO:0013681	alpha-methylacyl-CoA racemase deficiency	MONDO:0008967	congenital bile acid synthesis defect 4
MONDO:0018071	trisomy 18	MONDO:0020190|MONDO:0020226|MONDO:0020186	eyebrow/eyelashes distichiasis|chromosomal anomaly with cataract|eyebrow hypertrophy
MONDO:0013687	autosomal recessive spinocerebellar ataxia 12	MONDO:0018446	autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome
MONDO:0003958	childhood central nervous system immature teratoma	MONDO:0003735	central nervous system immature teratoma
MONDO:0013066	46,XY sex reversal 3	MONDO:0010765	46,XY complete gonadal dysgenesis
MONDO:0012791	mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria	MONDO:0016796	mitochondrial DNA depletion syndrome, encephalomyopathic form
MONDO:0006092	appendix villous adenoma	MONDO:0006088|MONDO:0000525	appendix adenoma|cecum villous adenoma
MONDO:0012241	progressive external ophthalmoplegia with mitochondrial Dna deletions, autosomal dominant 3	MONDO:0008003	autosomal dominant progressive external ophthalmoplegia
MONDO:0012240	nemaline myopathy 4	MONDO:0015737	Typical nemaline myopathy
MONDO:0012247	spinocerebellar ataxia type 27	MONDO:0019792	autosomal dominant cerebellar ataxia type I
MONDO:0012246	spinocerebellar ataxia type 26	MONDO:0019793	autosomal dominant cerebellar ataxia type 3
MONDO:0017364	POEMS syndrome	MONDO:0004959	plasma cell neoplasm
MONDO:0013666	Stickler syndrome, type 5	MONDO:0016647	autosomal recessive Stickler syndrome
MONDO:0013664	46,XY disorder of sex development due to testicular 17,20-desmolase deficiency	MONDO:0019313|MONDO:0019597|MONDO:0010765	hereditary lymphedema|46,XY disorder of sex development due to isolated 17,20-lyase deficiency|46,XY complete gonadal dysgenesis
MONDO:0013665	EJM9	MONDO:0009696	juvenile myoclonic epilepsy
MONDO:0004815	osteosclerotic myeloma	MONDO:0009693	multiple myeloma
MONDO:0004817	non-secretory myeloma	MONDO:0009693	multiple myeloma
MONDO:0004816	refractory plasma cell neoplasm	MONDO:0009693	multiple myeloma
MONDO:0009532	Miller-Dieker lissencephaly syndrome	MONDO:0015146	classic lissencephaly
MONDO:0003732	adult central nervous system mature teratoma	MONDO:0003731|MONDO:0003733	adult central nervous system teratoma|central nervous system mature teratoma
MONDO:0004819	indolent myeloma	MONDO:0009693	multiple myeloma
MONDO:0018670	symptomatic form of fragile X syndrome in female carrier	MONDO:0010383	fragile X syndrome
MONDO:0009747	Navajo neurohepatopathy	MONDO:0016808	mitochondrial DNA depletion syndrome, hepatocerebral form
MONDO:0006369	pineal parenchymal tumor of intermediate differentiation	MONDO:0016722	pineoblastoma
MONDO:0006366	Peutz-Jeghers polyp of the stomach	MONDO:0008280	Peutz-Jeghers syndrome
MONDO:0008938	early-onset cerebellar ataxia with retained tendon reflexes	MONDO:0020046	autosomal recessive degenerative and progressive cerebellar ataxia
MONDO:0011834	spinocerebellar ataxia type 18	MONDO:0019792	autosomal dominant cerebellar ataxia type I
MONDO:0011523	Bardet-Biedl syndrome 6	MONDO:0015229	Bardet-Biedl syndrome
MONDO:0011830	lissencephaly due to LIS1 mutation	MONDO:0015146	classic lissencephaly
MONDO:0011833	spinocerebellar ataxia type 21	MONDO:0019792	autosomal dominant cerebellar ataxia type I
MONDO:0013348	cone-rod dystrophy 15	MONDO:0015993	cone-rod dystrophy
MONDO:0018817	autosomal recessive limb-girdle muscular dystrophy type 2Z	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy
MONDO:0011839	Newfoundland cone-rod dystrophy	MONDO:0015993	cone-rod dystrophy
MONDO:0011529	spinocerebellar ataxia type 13	MONDO:0019792	autosomal dominant cerebellar ataxia type I
MONDO:0018813	high grade b-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement	MONDO:0017595	aggressive B-cell non-Hodgkin lymphoma
MONDO:0021083	congenital fibrosis of extraocular muscles type 1	MONDO:0007614	congenital fibrosis of extraocular muscles
MONDO:0016307	Niemann-Pick disease type C, severe early infantile neurologic onset	MONDO:0018982	Niemann-Pick disease type C
MONDO:0016304	classic pantothenate kinase-associated neurodegeneration	MONDO:0009319	pantothenate kinase-associated neurodegeneration
MONDO:0016305	atypical pantothenate kinase-associated neurodegeneration	MONDO:0009319	pantothenate kinase-associated neurodegeneration
MONDO:0016308	Niemann-Pick disease type C, late infantile neurologic onset	MONDO:0018982	Niemann-Pick disease type C
MONDO:0016309	Niemann-Pick disease type C, juvenile neurologic onset	MONDO:0018982	Niemann-Pick disease type C
MONDO:0016090	late-infantile/juvenile Krabbe disease	MONDO:0009499	Krabbe disease
MONDO:0016091	adult Krabbe disease	MONDO:0009499	Krabbe disease
MONDO:0016097	symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers	MONDO:0016899	Duchenne and Becker muscular dystrophy
MONDO:0017543	Zygodactyly type 2	MONDO:0008512	syndactyly type 1
MONDO:0017542	central polydactyly of toes, bilateral	MONDO:0017459	central polydactyly of toes
MONDO:0017541	central polydactyly of toes, unilateral	MONDO:0017459	central polydactyly of toes
MONDO:0017540	postaxial polydactyly of toes, bilateral	MONDO:0017458	postaxial polydactyly of toes
MONDO:0017545	Zygodactyly type 4	MONDO:0008512	syndactyly type 1
MONDO:0017544	Zygodactyly type 3	MONDO:0008512	syndactyly type 1
MONDO:0002736	ampulla of vater mucinous adenocarcinoma	MONDO:0002739|MONDO:0002670	bile duct mucinous adenocarcinoma|ampulla of vater adenocarcinoma
MONDO:0002734	anal colloid adenocarcinoma	MONDO:0002652	anus adenocarcinoma
MONDO:0011781	spinocerebellar ataxia type 17	MONDO:0019792	autosomal dominant cerebellar ataxia type I
MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2I	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy
MONDO:0008069	necrotizing encephalomyelopathy, subacute, of Leigh, adult	MONDO:0018859	Leigh disease
MONDO:0011233	Axenfeld-Rieger syndrome type 3	MONDO:0019187	Axenfeld-Rieger syndrome
MONDO:0011232	migraine, familial hemiplegic, 2	MONDO:0018925	familial or sporadic hemiplegic migraine
MONDO:0013871	Seckel syndrome 6	MONDO:0019342	Seckel syndrome
MONDO:0012912	pseudopseudohypoparathyroidism	MONDO:0018699	pseudohypoparathyroidism with Albright hereditary osteodystrophy
MONDO:0012911	pseudohypoparathyroidism type 1C	MONDO:0018699	pseudohypoparathyroidism with Albright hereditary osteodystrophy
MONDO:0016547	Beckwith-Wiedemann syndrome due to NSD1 mutation	MONDO:0007534	Beckwith-Wiedemann syndrome
MONDO:0007387	Cornelia de Lange syndrome 1	MONDO:0016033	Cornelia de Lange syndrome
MONDO:0008399	sarcoidosis, susceptibility to, 1	MONDO:0019338	sarcoidosis
MONDO:0010569	X-linked complicated corpus callosum dysgenesis	MONDO:0017140	L1 syndrome
MONDO:0008393	Rubinstein-Taybi syndrome due to CREBBP mutations	MONDO:0019188	Rubinstein-Taybi syndrome
MONDO:0017508	congenital absence/hypoplasia of fingers excluding thumb, bilateral	MONDO:0017448	congenital absence/hypoplasia of fingers excluding thumb
MONDO:0007565	familial cylindromatosis	MONDO:0011512	Brooke-Spiegler syndrome
MONDO:0007566	multiple self-healing squamous epithelioma	MONDO:0020173	benign tumor of palpebral epidermis
MONDO:0004493	testicular yolk sac tumor, papillary pattern	MONDO:0003402	testicular yolk sac tumor
MONDO:0004494	testicular yolk sac tumor, hepatoid pattern	MONDO:0003402	testicular yolk sac tumor
