MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
MONDO:0002651	anal Paget's disease	MONDO:0002652|MONDO:0008177	anus adenocarcinoma|extramammary Paget disease
MONDO:0002650	scrotal carcinoma	MONDO:0021112	scrotum cancer
MONDO:0002652	anus adenocarcinoma	MONDO:0002169|MONDO:0003199	rectum adenocarcinoma|anal carcinoma
MONDO:0002655	cutaneous Paget's disease	MONDO:0021165|MONDO:0002656	paget disease|skin carcinoma
MONDO:0002656	skin carcinoma	MONDO:0002898	skin cancer
MONDO:0002659	uveal cancer	MONDO:0002236|MONDO:0021225	ocular cancer|uvea neoplasm
MONDO:0002658	iris cancer	MONDO:0002659|MONDO:0021224	uveal cancer|iris neoplasm
MONDO:0015591	limbic encephalitis associated with antibodies to cell membrane antigens	MONDO:0015589	paraneoplastic limbic encephalitis
MONDO:0003096	deep angioma	MONDO:0006500	hemangioma
MONDO:0007712	oculoauriculovertebral spectrum with radial defects	MONDO:0019710	dysostosis with predominant craniofacial involvement
MONDO:0008075	neurofibromatosis type 3	MONDO:0021440|MONDO:0019289|MONDO:0002546	benign neoplasm of skin|hyperpigmentation of the skin|schwannoma
MONDO:0016556	transient congenital hypothyroidism due to neonatal factor	MONDO:0015792	transient congenital hypothyroidism
MONDO:0016555	transient congenital hypothyroidism due to maternal factor	MONDO:0015792	transient congenital hypothyroidism
MONDO:0016553	isolated congenital hypogonadotropic hypogonadism	MONDO:0015770|MONDO:0018398	congenital hypogonadotropic hypogonadism|rare female infertility due to a congenital hypogonadotropic hypogonadism
MONDO:0016223	infantile hemangioma of rare localization	MONDO:0006500	hemangioma
MONDO:0020276	pigmentation disorder with eye involvement, excluding albinism	MONDO:0020270	pigmentation disorder with eye involvement
MONDO:0019226	glucose transport disorder	MONDO:0017706	disorder of carbohydrate absorption and transport
MONDO:0009114	congenital sucrase-isomaltase deficiency	MONDO:0015181|MONDO:0015188|MONDO:0017706	congenital intestinal disease due to an enzymatic defect|metabolic disease with intestinal involvement|disorder of carbohydrate absorption and transport
MONDO:0016799	mitochondrial oxidative phosphorylation disorder with no known mechanism	MONDO:0016578	mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies
MONDO:0016795	mitochondrial oxidative phosphorylation disorder due to a duplication of mitochondrial DNA	MONDO:0016791	mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies
MONDO:0016794	maternally-inherited mitochondrial myopathy	MONDO:0016793	mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA
MONDO:0016797	multiple mitochondrial DNA deletion syndrome	MONDO:0018121	mitochondrial DNA maintenance syndrome
MONDO:0016796	mitochondrial DNA depletion syndrome, encephalomyopathic form	MONDO:0018158	mitochondrial DNA depletion syndrome
MONDO:0016791	mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies	MONDO:0016387	mitochondrial oxidative phosphorylation disorder
MONDO:0019229	inborn disorder of ketolysis	MONDO:0019223	inborn disorder of fatty acid oxidation and ketone body metabolism
MONDO:0016793	mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA	MONDO:0016791	mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies
MONDO:0016792	mitochondrial oxidative phosphorylation disorder due to a large-scale single deletion of mitochondrial DNA	MONDO:0016791	mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies
