MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
MONDO:0003098	mediastinal neural neoplasm	MONDO:0021386	neoplasm of mediastinum
MONDO:0002654	uterine disease	MONDO:0002263	female reproductive system disease
MONDO:0007712	oculoauriculovertebral spectrum with radial defects	MONDO:0015334	branchial arch or oral-acral syndrome
MONDO:0016229	genetic vascular anomaly	MONDO:0015960	rare genetic developmental defect during embryogenesis
MONDO:0016228	rare vascular tumor	MONDO:0020031|MONDO:0019063	rare tumor|vascular anomaly or angioma
MONDO:0008075	neurofibromatosis type 3	MONDO:0021061|MONDO:0020063	neurofibromatosis|malformation syndrome with hamartosis
MONDO:0016225	specific learning disability	MONDO:0020009	rare neurologic disease
MONDO:0016226	specific language disorder	MONDO:0016225	specific learning disability
MONDO:0016223	infantile hemangioma of rare localization	MONDO:0019048	rare vascular disease
MONDO:0019224	inborn disorder of gamma-aminobutyric acid metabolism	MONDO:0019250	inborn disorder of biogenic amine metabolism and transport
MONDO:0019225	gluconeogenesis disorder	MONDO:0019214	inborn carbohydrate metabolic disorder
MONDO:0019227	inborn disorder of glycerol metabolism	MONDO:0019214	inborn carbohydrate metabolic disorder
MONDO:0019222	inborn disorder of methionine cycle and sulfur amino acid metabolism	MONDO:0019189	disorder of amino acid and other organic acid metabolism
MONDO:0019223	inborn disorder of fatty acid oxidation and ketone body metabolism	MONDO:0019243	inborn disorder of energy metabolism
MONDO:0019228	inborn disorder of histidine metabolism	MONDO:0019189	disorder of amino acid and other organic acid metabolism
MONDO:0016790	tricarboxylic acid cycle disorder	MONDO:0019243	inborn disorder of energy metabolism
MONDO:0003413	hair follicle neoplasm	MONDO:0002917	disease of pilosebaceous unit
MONDO:0005841	maxillary neoplasm	MONDO:0021580|MONDO:0021581	neoplasm of jaw|connective tissue neoplasm
MONDO:0005843	mediastinal cancer	MONDO:0021386|MONDO:0003274	neoplasm of mediastinum|thoracic cancer
MONDO:0005842	maxillary sinusitis	MONDO:0023369|MONDO:0006858	disease of facial skeleton|mouth disease
MONDO:0005846	microsporidiosis	MONDO:0020008|MONDO:0015578|MONDO:0015577	rare immune disease|rare mycosis|rare parasitic disease
MONDO:0003319	scrotum neoplasm	MONDO:0003150|MONDO:0006054	male reproductive system disease|reproductive system neoplasm
MONDO:0007576	esophageal cancer	MONDO:0002516|MONDO:0021355|MONDO:0003274	digestive system cancer|neoplasm of esophagus|thoracic cancer
MONDO:0003382	eyelid disease	MONDO:0000462|MONDO:0005328	eye adnexa disease|eye disease
MONDO:0016428	multiple sclerosis variant	MONDO:0015916	rare neuroinflammatory or neuroimmunological disease
MONDO:0021253	gallbladder neoplasm	MONDO:0002514	hepatobiliary neoplasm
MONDO:0021250	tonsil neoplasm	MONDO:0021246	pharynx neoplasm
MONDO:0000870	childhood acute lymphoblastic leukemia	MONDO:0004967	acute lymphoblastic leukemia (disease)
MONDO:0021257	glomus jugulare neoplasm	MONDO:0021351	neoplasm of neck
MONDO:0000879	cutaneous candidiasis	MONDO:0005093	skin disease
MONDO:0021259	prostate neoplasm	MONDO:0006054	reproductive system neoplasm
MONDO:0005157	lymphoid neoplasm	MONDO:0005070|MONDO:0002334	neoplasm (disease)|hematopoietic and lymphoid system neoplasm
MONDO:0005156	encephalomyelitis	MONDO:0002602	central nervous system disease
MONDO:0005627	head and neck malignant neoplasia	MONDO:0004992	cancer
MONDO:0005154	liver disease	MONDO:0002515	hepatobiliary disease
MONDO:0000473	artery disease	MONDO:0005385	vascular disease
MONDO:0005152	hypopituitarism	MONDO:0003381	pituitary gland disease
MONDO:0000471	tricuspid valve disease	MONDO:0002869	heart valve disease
MONDO:0000470	endocardium disease	MONDO:0005267	heart disease
MONDO:0004710	uterus carcinoma in situ	MONDO:0004647	in situ carcinoma
MONDO:0004716	stomach carcinoma in situ	MONDO:0004647	in situ carcinoma
MONDO:0004715	liver carcinoma in situ	MONDO:0004647	in situ carcinoma
MONDO:0004719	hard palate cancer	MONDO:0005286	palatal neoplasm
MONDO:0015219	non-syndromic central nervous system malformation	MONDO:0020022	central nervous system malformation
MONDO:0015218	syndromic developmental defect of the eye	MONDO:0020145	developmental defect of the eye
MONDO:0019037	progressive supranuclear palsy	MONDO:0004884	eye degenerative disease
MONDO:0015213	non-syndromic visceral malformation	MONDO:0020020|MONDO:0015960	visceral malformation of the liver, biliary tract, pancreas or spleen|rare genetic developmental defect during embryogenesis
MONDO:0015215	non-syndromic diaphragmatic or abdominal wall malformation	MONDO:0020021	diaphragmatic or abdominal wall malformation
MONDO:0019038	rare maxillo-facial surgical disease	MONDO:0023369	disease of facial skeleton
MONDO:0015217	non-syndromic developmental defect of the eye	MONDO:0020145	developmental defect of the eye
MONDO:0015216	syndromic diaphragmatic or abdominal wall malformation	MONDO:0020021	diaphragmatic or abdominal wall malformation
MONDO:0005711	congenital diaphragmatic hernia	MONDO:0005728|MONDO:0015118|MONDO:0015879	diaphragm disease|rare pulmonary disease|non-syndromic diaphragmatic or thoracic malformation
MONDO:0010002	Rothmund-Thomson syndrome	MONDO:0015356|MONDO:0017371|MONDO:0019041|MONDO:0015960|MONDO:0015333|MONDO:0021220|MONDO:0020036	hereditary neoplastic syndrome|rare head and neck tumor|rare genetic tumor|rare genetic developmental defect during embryogenesis|progeroid syndrome|eye neoplasm|rare nervous system tumor
MONDO:0010006	Sandhoff disease	MONDO:0004884|MONDO:0017720|MONDO:0020143	eye degenerative disease|GM2 gangliosidosis|cerebral lipidosis with dementia
MONDO:0010004	EEC syndrome	MONDO:0017432|MONDO:0015501|MONDO:0020197	syndrome with limb reduction defects|syndrome or malformation associated with head and neck malformations|EEC syndrome and related syndrome
