MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
MONDO:0002651	anal Paget's disease	MONDO:0015616|MONDO:0008177|MONDO:0015186	rare genetic intestinal disease|extramammary Paget disease|rare tumor of intestine
MONDO:0002650	scrotal carcinoma	MONDO:0004993|MONDO:0021112	carcinoma|scrotum cancer
MONDO:0002652	anus adenocarcinoma	MONDO:0003199	anal carcinoma
MONDO:0002655	cutaneous Paget's disease	MONDO:0002656	skin carcinoma
MONDO:0016516	Kenny-Caffey syndrome	MONDO:0019699	Slender bone dysplasia
MONDO:0002656	skin carcinoma	MONDO:0004993|MONDO:0021634|MONDO:0002898	carcinoma|epithelial skin neoplasm|skin cancer
MONDO:0002659	uveal cancer	MONDO:0002236|MONDO:0021225	ocular cancer|uvea neoplasm
MONDO:0002658	iris cancer	MONDO:0002659|MONDO:0021224	uveal cancer|iris neoplasm
MONDO:0003096	deep angioma	MONDO:0006500	hemangioma
MONDO:0007712	oculoauriculovertebral spectrum with radial defects	MONDO:0019710	dysostosis with predominant craniofacial involvement
MONDO:0008075	neurofibromatosis type 3	MONDO:0019289|MONDO:0021440|MONDO:0021061|MONDO:0020063|MONDO:0002546	hyperpigmentation of the skin|benign neoplasm of skin|neurofibromatosis|malformation syndrome with hamartosis|schwannoma
MONDO:0016558	familial congenital mirror movements	MONDO:0015957	rare genetic movement disorder
MONDO:0016556	transient congenital hypothyroidism due to neonatal factor	MONDO:0015792	transient congenital hypothyroidism
MONDO:0016227	hereditary episodic ataxia	MONDO:0000557	hereditary ataxia
MONDO:0016221	temporomandibular joint anomaly	MONDO:0019038	rare maxillo-facial surgical disease
MONDO:0016223	infantile hemangioma of rare localization	MONDO:0006500|MONDO:0016228	hemangioma|rare vascular tumor
MONDO:0019224	inborn disorder of gamma-aminobutyric acid metabolism	MONDO:0019250	inborn disorder of biogenic amine metabolism and transport
MONDO:0019225	gluconeogenesis disorder	MONDO:0019214	inborn carbohydrate metabolic disorder
