MonDO_id 	 MonDO_name 	 parent_id 	 parent_name  
MONDO:0002653	Paget disease of the penis	MONDO:0008177	extramammary Paget disease
MONDO:0011761	autosomal dominant nonsyndromic deafness 21	MONDO:0019587	autosomal dominant nonsyndromic deafness
MONDO:0013849	microcephaly 8, primary, autosomal recessive	MONDO:0016660	autosomal recessive primary microcephaly
MONDO:0013842	cortisone reductase deficiency 2	MONDO:0015676	hyperandrogenism due to cortisone reductase deficiency
MONDO:0013843	intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	MONDO:0015184	rare disease involving intestinal motility
MONDO:0013840	encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome	MONDO:0018151|MONDO:0016327	coenzyme Q10 deficiency|mitochondrial disease with hypertrophic cardiomyopathy
MONDO:0013847	chromosome 16p11.2 duplication syndrome	MONDO:0015983	rare genetic syndromic intellectual disability
MONDO:0013845	Auriculocondylar syndrome 2	MONDO:0000107	auriculocondylar syndrome
MONDO:0004176	childhood extraosseous osteosarcoma	MONDO:0002623	pediatric osteosarcoma
MONDO:0004172	uterine corpus adenocarcinofibroma	MONDO:0002991|MONDO:0016255	adenocarcinofibroma|uterine corpus mixed epithelial and mesenchymal neoplasm
MONDO:0004170	nodular episcleritis	MONDO:0001269	scleral disease
MONDO:0003388	ampulla of vater clear cell adenocarcinoma	MONDO:0002670	ampulla of vater adenocarcinoma
MONDO:0003389	epithelial-myoepithelial carcinoma	MONDO:0000521	salivary gland carcinoma
MONDO:0004178	testicular yolk sac tumor, endodermal sinus pattern	MONDO:0003402	testicular yolk sac tumor
MONDO:0022573	biliary atresia intrahepatic non syndromic form	MONDO:0008867	biliary atresia
MONDO:0011330	spinocerebellar ataxia type 10	MONDO:0019794	autosomal dominant cerebellar ataxia type 4
MONDO:0011336	familial hemophagocytic lymphohistiocytosis 4	MONDO:0015541	genetic hemophagocytic lymphohistiocytosis
MONDO:0011337	familial hemophagocytic lymphohistiocytosis 2	MONDO:0015541	genetic hemophagocytic lymphohistiocytosis
MONDO:0011334	limb-mammary syndrome	MONDO:0018455|MONDO:0020197|MONDO:0017432	dysostosis of genetic origin with limb anomaly as a major feature|EEC syndrome and related syndrome|syndrome with limb reduction defects
MONDO:0011338	Omenn syndrome	MONDO:0018814|MONDO:0015974	non-severe combined immunodeficiency|severe combined immunodeficiency (disease)
MONDO:0011339	hereditary spastic paraplegia 8	MONDO:0015088	autosomal dominant pure spastic paraplegia
MONDO:0014952	intellectual disability-epilepsy-extrapyramidal syndrome	MONDO:0015983	rare genetic syndromic intellectual disability
MONDO:0000871	T-cell childhood acute lymphocytic leukemia	MONDO:0004403	childhood precursor T-lymphoblastic lymphoma/leukemia
MONDO:0000875	adult acute monocytic leukemia	MONDO:0007896	acute monocytic leukemia
MONDO:0000874	T-cell childhood lymphoblastic lymphoma	MONDO:0000873|MONDO:0004403	lymphoblastic lymphoma|childhood precursor T-lymphoblastic lymphoma/leukemia
MONDO:0000878	cytomegalovirus retinitis	MONDO:0002708	retinitis
MONDO:0004712	herpes simplex dermatitis	MONDO:0004609|MONDO:0021201	herpes simplex|skin infection
MONDO:0004713	lower gum cancer	MONDO:0005507	gingival cancer
MONDO:0022578	childhood bladder carcinoma	MONDO:0004986	bladder carcinoma (disease)
MONDO:0004714	atrophic muscular disease	MONDO:0019056|MONDO:0003939	neuromuscular disease|muscle tissue disease
MONDO:0019034	accessory pancreas	MONDO:0015213	non-syndromic visceral malformation
MONDO:0019031	thrombocytopenia with congenital dyserythropoietic anemia	MONDO:0019403|MONDO:0021181	congenital dyserythropoietic anemia|inherited blood coagulation disorder
MONDO:0017185	autosomal dominant hyperinsulinism due to Kir6.2 deficiency	MONDO:0015624|MONDO:0011153	Diazoxide-sensitive diffuse hyperinsulinism|hyperinsulinemic hypoglycemia, familial, 2
MONDO:0019032	X-linked intellectual disability with isolated growth hormone deficiency	MONDO:0020119	X-linked syndromic intellectual disability
MONDO:0023008	drachtman weinblatt sitarz syndrome	MONDO:0003225	bone marrow disease
MONDO:0017106	Retrocerebellar cyst (disease)	MONDO:0020134	cystic malformation of the posterior fossa
MONDO:0015523	epithelioid hemangioendothelioma	MONDO:0002095|MONDO:0018729|MONDO:0016517|MONDO:0016228|MONDO:0021121	vascular cancer|rare genetic vascular tumor|rare genetic vascular disease|rare vascular tumor|hemangioendothelioma
MONDO:0020298	Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15	MONDO:0008300	Prader-Willi syndrome
MONDO:0015033	ABeta amyloidosis, dutch type	MONDO:0011583	cerebral amyloid angiopathy, App-related
MONDO:0015032	intraneural perineurioma	MONDO:0019404	perineurioma
