MonDO_id 	 MonDO_name 	 parent_id 	 parent_name  
MONDO:0023180	fragile x syndrome type 3	MONDO:0010383	fragile X syndrome
MONDO:0007309	Charcot-Marie-tooth disease type 1A	MONDO:0019011	Charcot-Marie-tooth disease type 1
MONDO:0003092	lacrimal gland mucoepidermoid carcinoma	MONDO:0002475	lacrimal gland adenocarcinoma
MONDO:0023182	franceschini vardeu guala syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome
MONDO:0013992	obesity due to leptin receptor gene deficiency	MONDO:0015825	obesity due to congenital leptin resistance
MONDO:0013848	dilated cardiomyopathy 2B	MONDO:0015470	familial isolated dilated cardiomyopathy
MONDO:0008070	nemaline myopathy 3	MONDO:0015738|MONDO:0015736|MONDO:0015737|MONDO:0015735	childhood-onset nemaline myopathy|intermediate nemaline myopathy|Typical nemaline myopathy|severe congenital nemaline myopathy
MONDO:0011202	RHYNS syndrome	MONDO:0020240	syndromic retinitis pigmentosa
MONDO:0007714	migraine, familial hemiplegic, 1	MONDO:0018925	familial or sporadic hemiplegic migraine
MONDO:0013840	encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome	MONDO:0018151|MONDO:0016327	coenzyme Q10 deficiency|mitochondrial disease with hypertrophic cardiomyopathy
MONDO:0008078	neurofibromatosis, familial spinal	MONDO:0018975	neurofibromatosis type 1
MONDO:0007191	Behcet's syndrome	MONDO:0017259|MONDO:0017260|MONDO:0017261	systemic diseases with anterior uveitis|systemic diseases with posterior uveitis|systemic diseases with panuveitis
MONDO:0014866	Charcot-Marie-tooth disease axonal type 2T	MONDO:0018993	Charcot-Marie-tooth disease type 2
MONDO:0014186	retinitis pigmentosa with or without situs inversus	MONDO:0019200	retinitis pigmentosa
MONDO:0017212	paraneoplastic uveitis	MONDO:0019541	non-infectious posterior uveitis
MONDO:0014679	polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	MONDO:0020340	bilateral perisylvian polymicrogyria
MONDO:0003410	Wolffian duct adenocarcinoma	MONDO:0005153	cervical adenocarcinoma
MONDO:0007300	cerebral sarcoma	MONDO:0003882	central nervous system fibrosarcoma
MONDO:0011688	muscular dystrophy-dystroglycanopathy type B5	MONDO:0000172	muscular dystrophy-dystroglycanopathy, type B
MONDO:0011689	DYX6	MONDO:0005489	dyslexia (disease)
MONDO:0008173	pachyonychia congenita 1	MONDO:0016471	pachyonychia congenita
MONDO:0014182	autosomal recessive nonsyndromic deafness 88	MONDO:0019588	autosomal recessive nonsyndromic deafness
MONDO:0011680	autosomal recessive congenital ichthyosis 3	MONDO:0017778|MONDO:0017267|MONDO:0019306	lamellar ichthyosis|self-healing collodion baby|congenital non-bullous ichthyosiform erythroderma
MONDO:0011687	Charcot-Marie-tooth disease axonal type 2F	MONDO:0018993	Charcot-Marie-tooth disease type 2
MONDO:0007399	craniosynostosis 1	MONDO:0018113|MONDO:0018112|MONDO:0018971|MONDO:0018114	isolated plagiocephaly|isolated scaphocephaly|isolated oxycephaly|isolated brachycephaly
MONDO:0009254	fucosidosis	MONDO:0016326	lysosomal disease with hypertrophic cardiomyopathy
MONDO:0009255	galactokinase deficiency	MONDO:0018116	galactosemia
MONDO:0004377	pancreatic non-functioning delta cell tumor	MONDO:0004334|MONDO:0002994	non-functional pancreatic neuroendocrine tumor|pancreatic delta cell neuroendocrine tumor
MONDO:0009258	classic galactosemia	MONDO:0018116	galactosemia
MONDO:0007574	spinocerebellar ataxia type 34	MONDO:0019792	autosomal dominant cerebellar ataxia type I
MONDO:0007573	acute erythroleukemia, familial	MONDO:0017893|MONDO:0017858	inherited acute myeloid leukemia|acute erythroid leukemia
MONDO:0008386	Axenfeld-Rieger syndrome type 1	MONDO:0019187	Axenfeld-Rieger syndrome
MONDO:0003384	uterine ligament clear cell adenocarcinoma	MONDO:0006135|MONDO:0002741	cervical clear cell adenocarcinoma|uterine ligament adenocarcinoma
MONDO:0004174	secretory uterine corpus endometrioid adenocarcinoma	MONDO:0005461	endometrium adenocarcinoma
MONDO:0004175	mucin-rich endometrial endometrioid adenocarcinoma	MONDO:0005461	endometrium adenocarcinoma
MONDO:0007378	posterior polymorphous corneal dystrophy 1	MONDO:0020364	posterior polymorphous corneal dystrophy
MONDO:0007307	Charcot-Marie-tooth disease type 1B	MONDO:0019011	Charcot-Marie-tooth disease type 1
MONDO:0003388	ampulla of vater clear cell adenocarcinoma	MONDO:0002670|MONDO:0004081	ampulla of vater adenocarcinoma|bile duct clear cell adenocarcinoma
MONDO:0004178	testicular yolk sac tumor, endodermal sinus pattern	MONDO:0003402	testicular yolk sac tumor
MONDO:0009291	glycogen storage disease III	MONDO:0016325	glycogen storage disease with hypertrophic cardiomyopathy
MONDO:0011330	spinocerebellar ataxia type 10	MONDO:0019794	autosomal dominant cerebellar ataxia type 4
MONDO:0011334	limb-mammary syndrome	MONDO:0020197	EEC syndrome and related syndrome
MONDO:0009293	glycogen storage disease V	MONDO:0016118	muscular glycogenosis
MONDO:0016424	progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome	MONDO:0016329	syndrome associated with hypertrophic cardiomyopathy
MONDO:0003708	extrahepatic bile duct small cell adenocarcinoma	MONDO:0002665	extrahepatic bile duct adenocarcinoma
MONDO:0000872	b-cell childhood acute lymphoblastic leukemia	MONDO:0000870	childhood acute lymphoblastic leukemia
MONDO:0000871	T-cell childhood acute lymphocytic leukemia	MONDO:0004403|MONDO:0000870	childhood precursor T-lymphoblastic lymphoma/leukemia|childhood acute lymphoblastic leukemia
MONDO:0013849	microcephaly 8, primary, autosomal recessive	MONDO:0016660	autosomal recessive primary microcephaly
MONDO:0000875	adult acute monocytic leukemia	MONDO:0007896	acute monocytic leukemia
MONDO:0000874	T-cell childhood lymphoblastic lymphoma	MONDO:0000873|MONDO:0004403	lymphoblastic lymphoma|childhood precursor T-lymphoblastic lymphoma/leukemia
MONDO:0013290	agammaglobulinemia 5, autosomal dominant	MONDO:0011096	autosomal agammaglobulinemia
MONDO:0003702	uterus intravascular leiomyomatosis	MONDO:0003703|MONDO:0003614	uterine corpus leiomyomatosis|intravenous leiomyomatosis
MONDO:0017939	classic multiminicore myopathy	MONDO:0011271	rigid spine muscular dystrophy 1
MONDO:0003704	uterine corpus diffuse leiomyomatosis	MONDO:0003703	uterine corpus leiomyomatosis
MONDO:0003705	adult brainstem mixed glioma	MONDO:0003153	adult brain stem glioma
MONDO:0003706	adult brainstem astrocytoma	MONDO:0003153|MONDO:0003173	adult brain stem glioma|brain stem astrocytic neoplasm
MONDO:0003707	distal biliary tract carcinoma	MONDO:0003090	extrahepatic bile duct carcinoma
MONDO:0012215	myofibrillar myopathy 3	MONDO:0016108	autosomal dominant distal myopathy
MONDO:0008494	hereditary cryohydrocytosis with normal stomatin	MONDO:0012204	familial pseudohyperkalemia
MONDO:0010258	MEHMO syndrome	MONDO:0020119	X-linked syndromic intellectual disability
MONDO:0008490	Stickler syndrome type 3	MONDO:0019354	Stickler syndrome
MONDO:0009136	dyskeratosis congenita, autosomal recessive 1	MONDO:0015780	dyskeratosis congenita
MONDO:0019031	thrombocytopenia with congenital dyserythropoietic anemia	MONDO:0016361	isolated hereditary giant platelet disorder
MONDO:0011028	autosomal recessive limb-girdle muscular dystrophy type 2F	MONDO:0016334|MONDO:0015152	neuromuscular disease with dilated cardiomyopathy|autosomal recessive limb-girdle muscular dystrophy
MONDO:0019032	X-linked intellectual disability with isolated growth hormone deficiency	MONDO:0020119	X-linked syndromic intellectual disability
MONDO:0011026	autosomal recessive congenital ichthyosis 4A	MONDO:0017778	lamellar ichthyosis
MONDO:0011025	Cayman type cerebellar ataxia	MONDO:0020043	autosomal recessive congenital cerebellar ataxia
MONDO:0014323	retinitis pigmentosa 68	MONDO:0019200	retinitis pigmentosa
MONDO:0007974	mental retardation, autosomal dominant 1	MONDO:0015802	autosomal dominant non-syndromic intellectual disability
MONDO:0016499	acute pandysautonomia	MONDO:0016495	functional variant of Guillain-BarrC) syndrome
MONDO:0014937	aniridia 2; AN2	MONDO:0007119	isolated aniridia
MONDO:0011767	autosomal recessive nonsyndromic deafness 31	MONDO:0019588	autosomal recessive nonsyndromic deafness
MONDO:0020298	Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15	MONDO:0008300	Prader-Willi syndrome
MONDO:0015035	lissencephaly with cerebellar hypoplasia type B	MONDO:0019450	lissencephaly with cerebellar hypoplasia
MONDO:0015034	lissencephaly with cerebellar hypoplasia type A	MONDO:0019450	lissencephaly with cerebellar hypoplasia
MONDO:0015037	lissencephaly with cerebellar hypoplasia type D	MONDO:0019450	lissencephaly with cerebellar hypoplasia
