MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
MONDO:0015776	rhizomelic chondrodysplasia punctata	MONDO:0020232	musculoskeletal disease with cataract
MONDO:0009245	Friedreich ataxia	MONDO:0020046	autosomal recessive degenerative and progressive cerebellar ataxia
MONDO:0007896	acute monocytic leukemia	MONDO:0011118	bilineal acute myeloid leukemia
MONDO:0007893	Noonan syndrome with multiple lentigines	MONDO:0020178	palpebral lentiginosis
MONDO:0018189	autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome	MONDO:0020044	autosomal recessive metabolic cerebellar ataxia
MONDO:0019354	Stickler syndrome	MONDO:0020232	musculoskeletal disease with cataract
MONDO:0015884	autosomal dominant hypohidrotic ectodermal dysplasia	MONDO:0016535	hypohidrotic ectodermal dysplasia
MONDO:0018897	primary cutaneous CD30+ T-cell lymphoproliferative disease	MONDO:0015816	indolent primary cutaneous T-cell lymphoma
MONDO:0009691	mycosis fungoides	MONDO:0015821|MONDO:0000607	mycosis fungoides and variants|cutaneous T cell lymphoma
MONDO:0006373	pituitary gland adenoma	MONDO:0019833	pituitary hormone deficiency from tumoral origin
MONDO:0010683	X-linked centronuclear myopathy	MONDO:0018947	centronuclear myopathy
MONDO:0010168	Usher syndrome type 1	MONDO:0019501	Usher syndrome
MONDO:0013411	cataract 16 multiple types	MONDO:0020379	early-onset zonular cataract
MONDO:0009591	metachromatic leukodystrophy, juvenile form	MONDO:0018868	metachromatic leukodystrophy
MONDO:0015674	late infantile neuronal ceroid lipofuscinosis	MONDO:0016295	neuronal ceroid lipofuscinosis
MONDO:0007650	MALT lymphoma	MONDO:0017604	marginal zone lymphoma
MONDO:0018699	pseudohypoparathyroidism with Albright hereditary osteodystrophy	MONDO:0020232	musculoskeletal disease with cataract
MONDO:0009257	galactose epimerase deficiency	MONDO:0018116	galactosemia
MONDO:0019927	growth hormone-producing pituitary gland neoplasm	MONDO:0003429	functioning pituitary gland adenoma
MONDO:0019499	Turner syndrome	MONDO:0020165	syndromic epicanthus
MONDO:0003819	childhood teratoma of the ovary	MONDO:0005602	ovarian teratoma
MONDO:0021155	X-linked cone-rod dystrophy	MONDO:0015993	cone-rod dystrophy
MONDO:0016501	Hermansky-Pudlak syndrome with pulmonary fibrosis	MONDO:0019312	Hermansky-Pudlak syndrome
MONDO:0020372	early-onset sutural cataract	MONDO:0020379	early-onset zonular cataract
MONDO:0020376	early-onset nuclear cataract	MONDO:0020379	early-onset zonular cataract
MONDO:0016502	Hermansky-Pudlak syndrome without pulmonary fibrosis	MONDO:0019312	Hermansky-Pudlak syndrome
MONDO:0018342	Joubert syndrome with Jeune asphyxiating thoracic dystrophy	MONDO:0015369	Joubert syndrome and related disorders
MONDO:0010298	Lesch-Nyhan syndrome	MONDO:0016088	hypoxanthine-guanine phosphoribosyltransferase deficiency
MONDO:0000870	childhood acute lymphoblastic leukemia	MONDO:0004967	acute lymphoblastic leukemia (disease)
MONDO:0003541	adult acute lymphocytic leukemia	MONDO:0004967	acute lymphoblastic leukemia (disease)
MONDO:0009997	Roberts syndrome	MONDO:0020232	musculoskeletal disease with cataract
MONDO:0010293	hypohidrotic ectodermal dysplasia with immunodeficiency	MONDO:0016535	hypohidrotic ectodermal dysplasia
MONDO:0020511	precursor b-cell acute lymphoblastic leukemia	MONDO:0004967	acute lymphoblastic leukemia (disease)
MONDO:0019933	acromegaly	MONDO:0007052	growth hormone secreting pituitary adenoma
MONDO:0018872	acute megakaryoblastic leukemia	MONDO:0011118|MONDO:0015667	bilineal acute myeloid leukemia|unclassified acute myeloid leukemia
MONDO:0019338	sarcoidosis	MONDO:0019843	pituitary hormone deficiency secondary to a granulomatous disease
MONDO:0012287	Stickler syndrome, type i, nonsyndromic ocular	MONDO:0007160	Stickler syndrome type 1
MONDO:0020346	synaptic congenital myasthenic syndrome	MONDO:0018940	congenital myasthenic syndrome
MONDO:0019402	beta thalassemia	MONDO:0019844	pituitary hormone deficiency secondary to storage disease
MONDO:0002894	spinal chordoma	MONDO:0008978	chordoma (disease)
MONDO:0002892	skull base chordoma	MONDO:0008978	chordoma (disease)
MONDO:0010535	Bazex-DuprC)-Christol syndrome	MONDO:0020175	malignant tumor of palpebral epidermis
MONDO:0003864	CLL/SLL	MONDO:0004948	B-cell chronic lymphocytic leukemia
MONDO:0008681	WAGR syndrome	MONDO:0020148	syndromic aniridia
MONDO:0008003	autosomal dominant progressive external ophthalmoplegia	MONDO:0000090	progressive external ophthalmoplegia with mitochondrial DNA deletions
MONDO:0008840	ataxia telangiectasia	MONDO:0020045	autosomal recessive cerebellar ataxia due to a DNA repair defect
MONDO:0010002	Rothmund-Thomson syndrome	MONDO:0020233	dentocutaneous disease with cataract
MONDO:0010004	EEC syndrome	MONDO:0020160	secondary entropion
