MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
MONDO:0002651	anal Paget's disease	MONDO:0002652|MONDO:0008177	anus adenocarcinoma|extramammary Paget disease
MONDO:0002652	anus adenocarcinoma	MONDO:0002169|MONDO:0003199	rectum adenocarcinoma|anal carcinoma
MONDO:0003090	extrahepatic bile duct carcinoma	MONDO:0021385|MONDO:0003059	tumor of extrahepatic bile duct|bile duct cancer
MONDO:0002658	iris cancer	MONDO:0002659|MONDO:0021224	uveal cancer|iris neoplasm
MONDO:0007712	oculoauriculovertebral spectrum with radial defects	MONDO:0019710	dysostosis with predominant craniofacial involvement
MONDO:0016556	transient congenital hypothyroidism due to neonatal factor	MONDO:0015792	transient congenital hypothyroidism
MONDO:0016555	transient congenital hypothyroidism due to maternal factor	MONDO:0015792	transient congenital hypothyroidism
MONDO:0016553	isolated congenital hypogonadotropic hypogonadism	MONDO:0015770|MONDO:0018398	congenital hypogonadotropic hypogonadism|rare female infertility due to a congenital hypogonadotropic hypogonadism
MONDO:0020276	pigmentation disorder with eye involvement, excluding albinism	MONDO:0020270	pigmentation disorder with eye involvement
MONDO:0016799	mitochondrial oxidative phosphorylation disorder with no known mechanism	MONDO:0016578	mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies
MONDO:0016798	ataxia neuropathy spectrum	MONDO:0016797	multiple mitochondrial DNA deletion syndrome
MONDO:0016795	mitochondrial oxidative phosphorylation disorder due to a duplication of mitochondrial DNA	MONDO:0016791	mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies
MONDO:0016794	maternally-inherited mitochondrial myopathy	MONDO:0016793	mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA
MONDO:0016797	multiple mitochondrial DNA deletion syndrome	MONDO:0018121	mitochondrial DNA maintenance syndrome
MONDO:0016796	mitochondrial DNA depletion syndrome, encephalomyopathic form	MONDO:0018158	mitochondrial DNA depletion syndrome
MONDO:0016793	mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA	MONDO:0016791	mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies
MONDO:0016792	mitochondrial oxidative phosphorylation disorder due to a large-scale single deletion of mitochondrial DNA	MONDO:0016791	mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies
MONDO:0003890	infiltrating bladder urothelial carcinoma	MONDO:0005611	bladder transitional cell carcinoma
MONDO:0009257	galactose epimerase deficiency	MONDO:0018116	galactosemia
MONDO:0008380	retinoblastoma	MONDO:0005072|MONDO:0004338|MONDO:0020238	neuroblastoma|retinal cell cancer|genetic vitreous-retinal disease
MONDO:0007571	primary erythermalgia	MONDO:0016028	erythromelalgia
MONDO:0003386	bladder clear cell adenocarcinoma	MONDO:0002751	bladder adenocarcinoma
MONDO:0018306	Griscelli syndrome	MONDO:0017305	syndromic oculocutaneous albinism
MONDO:0016420	familial flecked retinopathy	MONDO:0020242	genetic macular dystrophy
MONDO:0000873	lymphoblastic lymphoma	MONDO:0018908|MONDO:0003538	non-Hodgkin lymphoma|precursor lymphoblastic lymphoma/leukemia
