MonDO_id 	 MonDO_name 	 parent_id 	 parent_name 
MONDO:0002651	anal Paget's disease	MONDO:0015616|MONDO:0015186	rare genetic intestinal disease|rare tumor of intestine
MONDO:0002650	scrotal carcinoma	MONDO:0004993	carcinoma
MONDO:0002656	skin carcinoma	MONDO:0004993|MONDO:0021634|MONDO:0002898	carcinoma|epithelial skin neoplasm|skin cancer
MONDO:0002659	uveal cancer	MONDO:0002236|MONDO:0021225	ocular cancer|uvea neoplasm
MONDO:0003096	deep angioma	MONDO:0006500	hemangioma
MONDO:0007712	oculoauriculovertebral spectrum with radial defects	MONDO:0015161	multiple congenital anomalies/dysmorphic syndrome without intellectual disability
MONDO:0016229	genetic vascular anomaly	MONDO:0015960	rare genetic developmental defect during embryogenesis
MONDO:0016228	rare vascular tumor	MONDO:0019063	vascular anomaly or angioma
MONDO:0008075	neurofibromatosis type 3	MONDO:0021061|MONDO:0020063|MONDO:0021440	neurofibromatosis|malformation syndrome with hamartosis|benign neoplasm of skin
MONDO:0016558	familial congenital mirror movements	MONDO:0015957|MONDO:0000140	rare genetic movement disorder|mirror movements
MONDO:0016224	autosomal dominant proximal spinal muscular atrophy	MONDO:0000426	autosomal dominant disease
MONDO:0016227	hereditary episodic ataxia	MONDO:0000557	hereditary ataxia
MONDO:0016226	specific language disorder	MONDO:0016225	specific learning disability
MONDO:0016221	temporomandibular joint anomaly	MONDO:0019038	rare maxillo-facial surgical disease
MONDO:0016223	infantile hemangioma of rare localization	MONDO:0019048|MONDO:0006500|MONDO:0016228	rare vascular disease|hemangioma|rare vascular tumor
MONDO:0019225	gluconeogenesis disorder	MONDO:0002908	glucose metabolism disease
MONDO:0019226	glucose transport disorder	MONDO:0017706	disorder of carbohydrate absorption and transport
MONDO:0009114	congenital sucrase-isomaltase deficiency	MONDO:0015188|MONDO:0017706	metabolic disease with intestinal involvement|disorder of carbohydrate absorption and transport
MONDO:0019220	inborn disorder of cobalamin metabolism and transport	MONDO:0017758	disorder of vitamin and non-protein cofactor absorption and transportB
MONDO:0016796	mitochondrial DNA depletion syndrome, encephalomyopathic form	MONDO:0019058	neurometabolic disease
MONDO:0016791	mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies	MONDO:0016387	mitochondrial oxidative phosphorylation disorder
MONDO:0019229	inborn disorder of ketolysis	MONDO:0019223	inborn disorder of fatty acid oxidation and ketone body metabolism
MONDO:0005841	maxillary neoplasm	MONDO:0021580|MONDO:0021581|MONDO:0005381	neoplasm of jaw|connective tissue neoplasm|bone disease
MONDO:0005843	mediastinal cancer	MONDO:0003274	thoracic cancer
MONDO:0005842	maxillary sinusitis	MONDO:0023369|MONDO:0005381	disease of facial skeleton|bone disease
MONDO:0005846	microsporidiosis	MONDO:0015578|MONDO:0015577	rare mycosis|rare parasitic disease
MONDO:0015609	advanced sleep phase syndrome	MONDO:0019117|MONDO:0019045	rare genetic neurological disorder|rare sleep disorder
MONDO:0007650	MALT lymphoma	MONDO:0019041|MONDO:0015984	rare genetic tumor|rare genetic immune disease
MONDO:0003674	subendocardial myocardial infarction	MONDO:0005068	myocardial infarction (disease)
MONDO:0002155	cholecystitis	MONDO:0004789|MONDO:0005281	cholangitis|gallbladder disease
MONDO:0008380	retinoblastoma	MONDO:0015960|MONDO:0005072|MONDO:0018557|MONDO:0015966|MONDO:0015121	rare genetic developmental defect during embryogenesis|neuroblastoma|rare genetic autonomic nervous system disorder|genetic eye tumor|rare eye tumor
MONDO:0007571	primary erythermalgia	MONDO:0016028	erythromelalgia
MONDO:0004177	benign urethral neoplasm	MONDO:0021239|MONDO:0004180	urethra neoplasm|benign urinary system neoplasm
